,pais,Participación,conteo
Filacteria,,3.77%,193
,Cartela,4.25%,218
,Cinta,3.24%,166
,Escritura en Libro,0.45%,23
,Filacteria,0.41%,21
,Inscripción,3.51%,180
,Ninguna,60.43%,3097
,,,
,Varios iconotextos,1.72%,88
,,,
,,,
