,pais,Participación,conteo
Lugar origen,Argentina,3.73%,191
,Bolivia,4.29%,220
,Brazil,2.48%,127
,Chile,2.34%,120
,Colombia,22.46%,1151
,Costa Rica,0.02%,1
,Cuba,0.20%,10
,Dominican Rep.,0.02%,1
,Ecuador,5.13%,263
,Guatemala,1.11%,57
,Honduras,0.12%,6
,Mexico,31.75%,1627
,Nicaragua,0.21%,11
,Paraguay,0.02%,1
,Peru,21.85%,1120
,Puerto Rico,0.21%,11
,Spain,0.02%,1
,United States,0.31%,16
,Venezuela,3.73%,191
,,,
,,,
