,pais,Participación,conteo
Fuente iconográfica,,4.04%,207
,Asociado a Leyenda,4.53%,232
,Imagen al natural,0.21%,11
,Inspiración en Nuevo Testamento,16.12%,826
,Inspiración en el Antiguo Testamento,0.16%,8
,Invención/representación,0.76%,39
,"Martirologio, santoral/Flos sanctorum",1.39%,71
,,,
,Tradición de la Iglesia,49.37%,2530
