,pais,Participación,conteo
Filacteria,,,
,Cartela,20.67%,154.0
,Cinta,4.97%,37.0
,Escritura en Libro,0.67%,5.0
,Filacteria,4.56%,34.0
,Inscripción,8.19%,61.0
,Ninguna,56.11%,418.0
,Sin datos,0.54%,4.0
,Varios iconotextos,1.88%,14.0
