,pais,Participación,conteo
Lugar origen,Argentina,2.82%,21.0
,Bolivia,5.64%,42.0
,Brazil,7.79%,58.0
,Chile,0.27%,2.0
,Colombia,3.62%,27.0
,Ecuador,5.50%,41.0
,Guatemala,0.54%,4.0
,Mexico,39.33%,293.0
,Paraguay,0.13%,1.0
,Peru,32.75%,244.0
,United States,1.07%,8.0
,Venezuela,0.54%,4.0
