,pais,Participación,conteo
Escenario,Celeste,4.56%,34.0
,Celeste / Escatológico,1.21%,9.0
,Celeste / Terrestre,5.23%,39.0
,Escenario Simbólico,52.35%,390.0
,Sin datos,3.22%,24.0
,Sin definir,0.27%,2.0
,Sin definir - Claroscuro,0.54%,4.0
,Terrestre / Interior casa-habitación,0.27%,2.0
,Terrestre / Interior templo,0.13%,1.0
,Terrestre / cortinaje,0.13%,1.0
,Terrestre / interior - paisaje,0.54%,4.0
,Terrestre / paisaje,3.62%,27.0
,Terrestre otro,27.92%,208.0
