,pais,Participación,conteo
Filacteria,,,
,Cartela,2.61%,15.0
,Cinta,3.31%,19.0
,Escritura en Libro,0.70%,4.0
,Filacteria,0.35%,2.0
,Inscripción,22.47%,129.0
,Ninguna,67.94%,390.0
,Sin datos,0.35%,2.0
,Varios iconotextos,1.74%,10.0
