,pais,Participación,conteo
Fuente iconográfica,,,
,Asociado a Leyenda,0.17%,1.0
,Inspiración en Nuevo Testamento,67.94%,390.0
,Inspiración en el Antiguo Testamento,19.69%,113.0
,Invención/representación,6.45%,37.0
,"Martirologio, santoral/Flos sanctorum",3.48%,20.0
,Sin datos,0.35%,2.0
,Tradición de la Iglesia,1.39%,8.0
