,pais,Participación,conteo
Escenario,Celeste,28.75%,165.0
,Celeste / Escatológico,6.27%,36.0
,Celeste / Terrestre,22.47%,129.0
,Escenario Simbólico,2.26%,13.0
,Sin datos,1.05%,6.0
,Sin definir,30.84%,177.0
,Sin definir - Claroscuro,2.61%,15.0
,Terrestre / Ciudad - poblado,0.17%,1.0
,Terrestre / Interior templo,0.87%,5.0
,Terrestre / cortinaje,0.35%,2.0
,Terrestre / interior - paisaje,0.52%,3.0
,Terrestre / paisaje,3.66%,21.0
,Terrestre otro,0.17%,1.0
