,pais,Participación,conteo
Tipos de soporte,Acuarela,1.08%,5.0
,Biombo Óleo Tela,0.22%,1.0
,Grabado,0.86%,4.0
,Grabado en hojalata,0.22%,1.0
,,,
,Pintura mural,0.86%,4.0
,,,
,Tabla Enconchada,7.33%,34.0
,Tapiz,0.22%,1.0
,Temple madera,1.08%,5.0
,Tinta sobre papel,0.43%,2.0
,Óleo madera techo,0.22%,1.0
,Óleo sobre Papel,0.43%,2.0
,Óleo sobre grabado,0.22%,1.0
,Óleo sobre lámina,5.60%,26.0
,Óleo sobre madera,7.11%,33.0
,Óleo sobre tela,58.62%,272.0
