,pais,Participación,conteo
Filacteria,,1.08%,5.0
,Cartela,25.86%,120.0
,Cinta,1.94%,9.0
,Escritura en Libro,0.43%,2.0
,Filacteria,0.43%,2.0
,Inscripción,26.51%,123.0
,Ninguna,32.76%,152.0
,,,
,Varios iconotextos,9.48%,44.0
