,pais,Participación,conteo
Fuente iconográfica,,1.29%,6.0
,Asociado a Leyenda,8.41%,39.0
,Imagen al natural,3.23%,15.0
,Inspiración en Nuevo Testamento,1.72%,8.0
,Invención/representación,76.72%,356.0
,"Martirologio, santoral/Flos sanctorum",6.90%,32.0
,Sin datos,1.51%,7.0
,Tradición de la Iglesia,0.22%,1.0
