,pais,Participación,conteo
Lugar origen,Argentina,1.08%,5.0
,Bolivia,1.08%,5.0
,Brazil,8.41%,39.0
,Chile,1.08%,5.0
,Colombia,4.09%,19.0
,Cuba,0.86%,4.0
,Dominican Rep.,1.29%,6.0
,Ecuador,4.96%,23.0
,Guatemala,0.43%,2.0
,Mexico,48.49%,225.0
,Peru,20.91%,97.0
,United States,7.11%,33.0
,Venezuela,0.22%,1.0
