,pais,Participación,conteo
Filacteria,Cartela,17.78%,16.00
,Cinta,5.56%,5.00
,Escritura en Libro,1.11%,1.00
,Filacteria,2.22%,2.00
,Inscripción,18.89%,17.00
,Ninguna,30.00%,27.00
,Varios iconotextos,24.44%,22.00
