,pais,Participación,conteo
Lugar origen,Argentina,5.56%,5.00
,Bolivia,3.33%,3.00
,Brazil,1.11%,1.00
,Colombia,1.11%,1.00
,Ecuador,11.11%,10.00
,Mexico,50.00%,45.00
,Peru,26.67%,24.00
,United States,1.11%,1.00
