,pais,Participación,conteo
Fuente iconográfica,,1.11%,1.00
,Imagen al natural,2.22%,2.00
,Inspiración en Nuevo Testamento,4.44%,4.00
,Inspiración en el Antiguo Testamento,2.22%,2.00
,Invención/representación,22.22%,20.00
,"Martirologio, santoral/Flos sanctorum",3.33%,3.00
,Sin datos,3.33%,3.00
,Tradición de la Iglesia,61.11%,55.00
