,pais,Participación,conteo
Filacteria,,0.33%,3.0
,Cartela,27.49%,248.0
,Cinta,1.11%,10.0
,Inscripción,28.16%,254.0
,Ninguna,40.69%,367.0
,Varios iconotextos,2.22%,20.0
