,pais,Participación,conteo
Lugar origen,Argentina,0.44%,4.0
,Bolivia,2.11%,19.0
,Brazil,5.32%,48.0
,Chile,0.22%,2.0
,Colombia,3.44%,31.0
,Cuba,0.44%,4.0
,Ecuador,1.44%,13.0
,Guatemala,0.11%,1.0
,Mexico,52.66%,475.0
,Peru,8.65%,78.0
,Puerto Rico,1.44%,13.0
,United Kingdom,0.11%,1.0
,United States,23.50%,212.0
,Venezuela,0.11%,1.0
