,pais,Participación,conteo
Fuente iconográfica,,0.55%,5.0
,Asociado a Leyenda,0.44%,4.0
,Imagen al natural,75.50%,681.0
,Inspiración en Nuevo Testamento,0.11%,1.0
,Inspiración en el Antiguo Testamento,0.78%,7.0
,Invención/representación,21.62%,195.0
,"Martirologio, santoral/Flos sanctorum",0.78%,7.0
,Tradición de la Iglesia,0.22%,2.0
