,pais,Participación,conteo
Escenario,Celeste,0.44%,4.0
,Celeste / Terrestre,2.11%,19.0
,Escenario Simbólico,0.78%,7.0
,Sin datos,0.33%,3.0
,Sin definir,10.42%,94.0
,Sin definir - Claroscuro,1.33%,12.0
,Terrestre / Ciudad - poblado,13.53%,122.0
,Terrestre / Interior casa-habitación,18.29%,165.0
,Terrestre / Interior templo,0.78%,7.0
,Terrestre / cortinaje,0.67%,6.0
,Terrestre / interior - paisaje,3.77%,34.0
,Terrestre / paisaje,45.90%,414.0
,Terrestre otro,1.66%,15.0
