,pais,Participación,conteo
Filacteria,,1.17%,67
,Cartela,10.42%,599
,Cinta,1.27%,73
,Escritura en Libro,0.99%,57
,Filacteria,1.11%,64
,Inscripción,12.54%,721
,Ninguna,64.01%,3680
,Sin datos,5.83%,335
,Varios iconotextos,2.66%,153
