,pais,Participación,conteo
Lugar origen,Argentina,3.57%,205
,Bolivia,2.04%,117
,Brazil,3.32%,191
,Chile,4.19%,241
,Colombia,29.47%,1694
,Cuba,0.19%,11
,Dominican Rep.,0.05%,3
,Ecuador,5.41%,311
,Guatemala,1.30%,75
,Honduras,0.02%,1
,Italy,0.02%,1
,Mexico,26.94%,1549
,Peru,21.66%,1245
,Puerto Rico,0.09%,5
,Spain,0.03%,2
,United States,0.33%,19
,Venezuela,1.37%,79
