,pais,Participación,conteo
Fuente iconográfica,,1.34%,77
,Asociado a Leyenda,0.05%,3
,Imagen al natural,0.28%,16
,Inspiración en Nuevo Testamento,0.16%,9
,Inspiración en el Antiguo Testamento,0.05%,3
,Invención/representación,1.08%,62
,"Martirologio, santoral/Flos sanctorum",89.89%,5168
,,,
,Tradición de la Iglesia,1.32%,76
