,pais,Participación,conteo
Lugar origen,Argentina,3.72%,15.0
,Bolivia,3.47%,14.0
,Brazil,10.67%,43.0
,Chile,0.50%,2.0
,Colombia,13.40%,54.0
,Ecuador,13.15%,53.0
,Guatemala,0.25%,1.0
,Mexico,14.64%,59.0
,Peru,36.72%,148.0
,United States,3.47%,14.0
