,pais,Participación,conteo
Escenario,Celeste,2.98%,12.0
,Celeste / Escatológico,1.99%,8.0
,Celeste / Terrestre,18.11%,73.0
,Sin datos,1.49%,6.0
,Sin definir,6.20%,25.0
,Sin definir - Claroscuro,8.68%,35.0
,Terrestre / Ciudad - poblado,6.70%,27.0
,Terrestre / Interior casa-habitación,10.42%,42.0
,Terrestre / cortinaje,3.97%,16.0
,Terrestre / interior - paisaje,5.96%,24.0
,Terrestre / paisaje,32.01%,129.0
,Terrestre otro,1.49%,6.0
