,pais,Participación,conteo
Tipos de soporte,Acuarela,0.50%,2.0
,Azulejo,0.25%,1.0
,Pintura mural,2.23%,9.0
,SD,0.25%,1.0
,Tinta sobre papel,0.50%,2.0
,Óleo madera techo,1.49%,6.0
,Óleo sobre Papel,4.71%,19.0
,Óleo sobre cobre,0.50%,2.0
,Óleo sobre grabado,0.99%,4.0
,Óleo sobre lámina,0.50%,2.0
,Óleo sobre madera,6.70%,27.0
,Óleo sobre tela,72.21%,291.0
,Óleo sobre vidrio,0.99%,4.0
