,pais,Participación,conteo
Fuente iconográfica,,0.58%,3.0
,Inspiración en Nuevo Testamento,0.58%,3.0
,Invención/representación,0.58%,3.0
,"Martirologio, santoral/Flos sanctorum",0.19%,1.0
,Sin datos,0.19%,1.0
,Tradición de la Iglesia,97.86%,504.0
