,pais,Participación,conteo
Escenario,Celeste,24.47%,126.0
,Celeste / Escatológico,33.59%,173.0
,Celeste / Terrestre,13.20%,68.0
,Escenario Simbólico,13.01%,67.0
,Sin datos,0.19%,1.0
,Sin definir,0.97%,5.0
,Sin definir - Claroscuro,0.78%,4.0
,Terrestre / Interior casa-habitación,0.39%,2.0
,Terrestre / Interior templo,2.14%,11.0
,Terrestre / cortinaje,0.19%,1.0
,Terrestre / interior - paisaje,0.58%,3.0
,Terrestre / paisaje,2.14%,11.0
,Terrestre otro,8.35%,43.0
