,pais,Participación,conteo
Filacteria,,0.19%,1.0
,Cartela,10.68%,55.0
,Cinta,2.33%,12.0
,Escritura en Libro,1.36%,7.0
,Filacteria,2.72%,14.0
,Inscripción,10.68%,55.0
,Ninguna,70.10%,361.0
,Sin datos,0.19%,1.0
,Varios iconotextos,1.75%,9.0
