,pais,Participación,conteo
Fuente iconográfica,,0.79%,13
,Asociado a Leyenda,0.61%,10
,Inspiración en Nuevo Testamento,83.15%,"1,367"
,Inspiración en el Antiguo Testamento,0.73%,12
,Invención/representación,0.24%,4
,"Martirologio, santoral/Flos sanctorum",0.18%,3
,Sin datos,8.09%,133
,Tradición de la Iglesia,6.20%,102
