,pais,Participación,conteo
Filacteria,,0.85%,14
,Cartela,4.56%,75
,Cinta,12.65%,208
,Escritura en Libro,0.30%,5
,Filacteria,0.97%,16
,Inscripción,6.57%,108
,Ninguna,62.83%,"1,033"
,Sin datos,8.09%,133
,Varios iconotextos,3.16%,52
