,pais,Participación,conteo
Filacteria,,2.49%,42
,Cartela,0.53%,9
,Escritura en Libro,0.18%,3
,Filacteria,0.47%,8
,Inscripción,1.95%,33
,Ninguna,75.21%,1271
,,,
,Varios iconotextos,0.18%,3
