,pais,Participación,conteo
Escenario,Celeste,1.36%,23.0
,Celeste / Terrestre,0.12%,2.0
,Escenario Simbólico,0.06%,1.0
,,,
,Sin definir,33.02%,558.0
,Sin definir - Claroscuro,4.26%,72.0
,Terrestre / Ciudad - poblado,0.12%,2.0
,Terrestre / Interior casa-habitación,20.47%,346.0
,Terrestre / cortinaje,2.60%,44.0
,Terrestre / interior - paisaje,3.49%,59.0
,Terrestre / paisaje,11.54%,195.0
,Terrestre otro,1.54%,26.0
