,pais,Participación,conteo
Lugar origen,Argentina,3.13%,600
,Bolivia,3.00%,576
,Brazil,3.28%,630
,Chile,2.92%,560
,Colombia,19.58%,3759
,Costa Rica,0.01%,1
,Cuba,0.21%,41
,Dominican Rep.,0.05%,10
,Ecuador,4.46%,857
,Guatemala,1.08%,208
,Haiti,0.01%,2
,Honduras,0.06%,11
,Italy,0.01%,2
,Mexico,29.71%,5705
,Nicaragua,0.07%,13
,Panama,0.01%,1
,Paraguay,0.02%,4
,Peru,19.60%,3764
,Puerto Rico,0.28%,54
,Spain,0.02%,3
,United Kingdom,0.09%,18
,United States,10.65%,2044
,Venezuela,1.76%,337
